trained_original,input_original,input_size,generation_num,similarity_to_trained,similarity_to_input
paradise_lost.txt,iliad.txt,1a,200,0.938634863061989,0.9584464655416298
iliad.txt,iliad.txt,5a,200,0.975890257794778,0.975890257794778
treasure_island.txt,treasure_island.txt,1a,200,0.9686602648490165,0.9686602648490165
treasure_island.txt,shakespeare.txt,1a,200,0.9726529820649966,0.8074547624721466
treasure_island.txt,paradise_lost.txt,5a,200,0.9686633038110644,0.8928885541233906
treasure_island.txt,divine_comedy.txt,1a,200,0.9743574780365436,0.8972264667238736
divine_comedy.txt,treasure_island.txt,5a,200,0.9471948616550515,0.9134365832381672
divine_comedy.txt,divine_comedy.txt,1a,200,0.9451914119371717,0.9451914119371717
divine_comedy.txt,paradise_lost.txt,5a,200,0.9669721589097382,0.8815041566393127
shakespeare.txt,treasure_island.txt,1a,200,0.9483042875725668,0.9037232616048568
paradise_lost.txt,shakespeare.txt,3a,200,0.9475484043647024,0.8545601697307461
shakespeare.txt,iliad.txt,5a,200,0.9338227758590026,0.9136852976889444
paradise_lost.txt,treasure_island.txt,1a,200,0.921934625058649,0.8953045531899793
iliad.txt,shakespeare.txt,1a,200,0.9681123538974103,0.7073360292658721
iliad.txt,iliad.txt,3a,200,0.9757915472513603,0.9757915472513603
treasure_island.txt,iliad.txt,5a,200,0.9611902639363464,0.9484551207995232
iliad.txt,divine_comedy.txt,3a,200,0.9752520649425489,0.8895430362022784
shakespeare.txt,paradise_lost.txt,1a,200,0.942569360878732,0.8936473857232116
shakespeare.txt,divine_comedy.txt,5a,200,0.9461141238475828,0.9459843087227048
paradise_lost.txt,divine_comedy.txt,3a,200,0.9493201486762519,0.9346938293042836
iliad.txt,treasure_island.txt,5a,200,0.9703723882327315,0.9103425403799372
shakespeare.txt,shakespeare.txt,1a,200,0.9541363640028956,0.9541363640028956
paradise_lost.txt,shakespeare.txt,5a,200,0.9438237127385066,0.8604004573933031
divine_comedy.txt,iliad.txt,1a,200,0.9452110738614046,0.9302426462449216
shakespeare.txt,iliad.txt,3a,200,0.9522425384194134,0.8728274606544411
treasure_island.txt,paradise_lost.txt,3a,200,0.9661320340819637,0.8802652128739273
divine_comedy.txt,treasure_island.txt,3a,200,0.9452674203628493,0.9051308818593108
divine_comedy.txt,paradise_lost.txt,3a,200,0.9560987597022084,0.8426399275904508
treasure_island.txt,treasure_island.txt,5a,200,0.9783383943285591,0.9783383943285591
iliad.txt,iliad.txt,1a,200,0.975484023278705,0.975484023278705
iliad.txt,shakespeare.txt,3a,200,0.9724566515107682,0.7546521919046335
paradise_lost.txt,treasure_island.txt,3a,200,0.9465542865078788,0.9131919337729909
shakespeare.txt,shakespeare.txt,3a,200,0.9573264476282924,0.9573264476282924
paradise_lost.txt,iliad.txt,5a,200,0.9343257024694548,0.9640042724717662
divine_comedy.txt,shakespeare.txt,5a,200,0.9620037817536965,0.8440349607723011
paradise_lost.txt,divine_comedy.txt,1a,200,0.9426332703492977,0.918253349938891
paradise_lost.txt,paradise_lost.txt,5a,200,0.9543210183447575,0.9543210183447575
shakespeare.txt,paradise_lost.txt,3a,200,0.9396161857686178,0.9212375895866386
iliad.txt,paradise_lost.txt,5a,200,0.9735315184207674,0.8757585541617134
iliad.txt,divine_comedy.txt,1a,200,0.9696708736363832,0.8722833011788118
shakespeare.txt,iliad.txt,1a,200,0.9491578076706416,0.8549232731389872
divine_comedy.txt,iliad.txt,3a,200,0.9450272657049233,0.9408358441603658
shakespeare.txt,treasure_island.txt,5a,200,0.9533973410257853,0.9270017404958929
divine_comedy.txt,divine_comedy.txt,5a,200,0.9613312146181696,0.9613312146181696
divine_comedy.txt,paradise_lost.txt,1a,200,0.9476365857825636,0.8263097551812398
divine_comedy.txt,treasure_island.txt,1a,200,0.9441495324475816,0.8873726967240373
treasure_island.txt,paradise_lost.txt,1a,200,0.9698007754800815,0.8573618393754314
treasure_island.txt,divine_comedy.txt,5a,200,0.9739187406584732,0.9122685755891372
treasure_island.txt,shakespeare.txt,5a,200,0.976628615693328,0.8506971478758907
shakespeare.txt,shakespeare.txt,5a,200,0.9589420297738812,0.9589420297738812
paradise_lost.txt,iliad.txt,3a,200,0.9319861336115156,0.9598030730168385
divine_comedy.txt,shakespeare.txt,3a,200,0.9551541490353117,0.822299980037983
paradise_lost.txt,paradise_lost.txt,3a,200,0.9520041629208873,0.9520041629208873
iliad.txt,treasure_island.txt,1a,200,0.9716588748455859,0.8804581611798872
shakespeare.txt,paradise_lost.txt,5a,200,0.944491656059798,0.9215984612629992
shakespeare.txt,divine_comedy.txt,1a,200,0.9490319962753314,0.9088084700367279
treasure_island.txt,iliad.txt,1a,200,0.9698564113962477,0.9365371541501518
iliad.txt,paradise_lost.txt,3a,200,0.9747624653639121,0.8597246839626707
treasure_island.txt,treasure_island.txt,3a,200,0.9675211385883098,0.9675211385883098
iliad.txt,shakespeare.txt,5a,200,0.9736876734747256,0.7832515263048562
paradise_lost.txt,treasure_island.txt,5a,200,0.939525355943383,0.9295129492611841
divine_comedy.txt,divine_comedy.txt,3a,200,0.9560161978460834,0.9560161978460834
treasure_island.txt,divine_comedy.txt,3a,200,0.9663711075847524,0.9052126539627855
treasure_island.txt,shakespeare.txt,3a,200,0.9705236377182562,0.8198133550692844
divine_comedy.txt,iliad.txt,5a,200,0.9497026427519446,0.9493085236960055
paradise_lost.txt,shakespeare.txt,1a,200,0.9389059826957997,0.8026745035070452
shakespeare.txt,treasure_island.txt,3a,200,0.9417641754953617,0.9228231669902653
iliad.txt,iliad.txt,5b,200,0.9700967931607072,0.9700967931607072
treasure_island.txt,treasure_island.txt,1b,200,0.9608720686129496,0.9608720686129496
iliad.txt,divine_comedy.txt,5b,200,0.9581654737799759,0.8905604811981305
treasure_island.txt,iliad.txt,3b,200,0.9624550919297175,0.9411710321774203
iliad.txt,paradise_lost.txt,1b,200,0.9532993673707612,0.8330774071524355
shakespeare.txt,divine_comedy.txt,3b,200,0.9312833369932902,0.90984122100001
paradise_lost.txt,paradise_lost.txt,1b,200,0.9323770133081191,0.9323770133081191
paradise_lost.txt,divine_comedy.txt,5b,200,0.9145972303793598,0.9398478330815997
iliad.txt,treasure_island.txt,3b,200,0.9643916607857167,0.8946884569190109
divine_comedy.txt,shakespeare.txt,1b,200,0.9438673342038559,0.7977472809030582
paradise_lost.txt,iliad.txt,1b,200,0.9144310226465419,0.9296114254660794
shakespeare.txt,treasure_island.txt,1b,200,0.9373969283513013,0.863367641449061
paradise_lost.txt,shakespeare.txt,3b,200,0.9362872847863958,0.843484546157852
shakespeare.txt,iliad.txt,5b,200,0.9251641185041846,0.8928211773774439
treasure_island.txt,shakespeare.txt,1b,200,0.9605610072498963,0.8011115924767114
treasure_island.txt,divine_comedy.txt,1b,200,0.9542391189328275,0.8827139897697339
treasure_island.txt,paradise_lost.txt,5b,200,0.9560836872086097,0.8768308042518389
divine_comedy.txt,treasure_island.txt,5b,200,0.9545124887598097,0.9126141578686368
divine_comedy.txt,paradise_lost.txt,5b,200,0.9444854989029882,0.8445535821244339
divine_comedy.txt,divine_comedy.txt,1b,200,0.9305335544358998,0.9305335544358998
iliad.txt,divine_comedy.txt,3b,200,0.9715024426434913,0.8769292169925171
treasure_island.txt,iliad.txt,5b,200,0.9594659495877932,0.9392893375172164
shakespeare.txt,divine_comedy.txt,5b,200,0.9212388028886779,0.9317156254925941
shakespeare.txt,paradise_lost.txt,1b,200,0.925652877663717,0.879517410270481
iliad.txt,treasure_island.txt,5b,200,0.9644884737822804,0.9072337206407283
paradise_lost.txt,divine_comedy.txt,3b,200,0.9382267683837826,0.9324668660172704
shakespeare.txt,shakespeare.txt,1b,200,0.9228316961748687,0.9228316961748687
paradise_lost.txt,treasure_island.txt,1b,200,0.9090970899958047,0.8626901884469816
iliad.txt,shakespeare.txt,1b,200,0.9591651478739563,0.7215493924497648
iliad.txt,iliad.txt,3b,200,0.966790424531097,0.966790424531097
treasure_island.txt,paradise_lost.txt,3b,200,0.9595752613205807,0.8649635313279092
divine_comedy.txt,treasure_island.txt,3b,200,0.9319069105591485,0.8830509025231182
divine_comedy.txt,paradise_lost.txt,3b,200,0.9333367638416967,0.8389878345418789
paradise_lost.txt,shakespeare.txt,5b,200,0.9308551861579131,0.8553889419740001
divine_comedy.txt,iliad.txt,1b,200,0.9314408498193063,0.9118756593731491
shakespeare.txt,iliad.txt,3b,200,0.9214206157103293,0.8683696333944043
shakespeare.txt,shakespeare.txt,3b,200,0.9526090689345122,0.9526090689345122
paradise_lost.txt,iliad.txt,5b,200,0.9345492949405461,0.9507066128627223
divine_comedy.txt,shakespeare.txt,5b,200,0.9499674144167737,0.8344163474308055
paradise_lost.txt,paradise_lost.txt,5b,200,0.9547568976498756,0.9547568976498756
paradise_lost.txt,divine_comedy.txt,1b,200,0.9297968489330817,0.9242403293806243
shakespeare.txt,paradise_lost.txt,3b,200,0.9478245351139201,0.8913985534109615
iliad.txt,divine_comedy.txt,1b,200,0.9556726328606595,0.8627491324770097
iliad.txt,paradise_lost.txt,5b,200,0.9686447325599213,0.8532756694894269
treasure_island.txt,treasure_island.txt,5b,200,0.9729100741745856,0.9729100741745856
iliad.txt,iliad.txt,1b,200,0.9615396078312402,0.9615396078312402
iliad.txt,shakespeare.txt,3b,200,0.9659657293442008,0.7250960456027682
paradise_lost.txt,treasure_island.txt,3b,200,0.9361201879481824,0.906608588553789
divine_comedy.txt,paradise_lost.txt,1b,200,0.9318998318911969,0.8060120338390827
divine_comedy.txt,divine_comedy.txt,5b,200,0.9445568448674344,0.9445568448674344
divine_comedy.txt,treasure_island.txt,1b,200,0.9270959469565297,0.8758323589132304
treasure_island.txt,divine_comedy.txt,5b,200,0.9616987269557292,0.9103785435883411
treasure_island.txt,paradise_lost.txt,1b,200,0.9540847171421745,0.8546307459366851
treasure_island.txt,shakespeare.txt,5b,200,0.9649254583136442,0.8626496752559093
shakespeare.txt,iliad.txt,1b,200,0.9341413404023646,0.8654507176680277
divine_comedy.txt,iliad.txt,3b,200,0.9372101762504523,0.9332271119316045
shakespeare.txt,treasure_island.txt,5b,200,0.9293806190024239,0.9105357772992365
treasure_island.txt,treasure_island.txt,3b,200,0.9669759178742502,0.9669759178742502
iliad.txt,shakespeare.txt,5b,200,0.9695810421970348,0.7821040258851663
paradise_lost.txt,treasure_island.txt,5b,200,0.9189140001875276,0.9183915967147198
shakespeare.txt,shakespeare.txt,5b,200,0.94628487137153,0.94628487137153
paradise_lost.txt,iliad.txt,3b,200,0.9307079783037338,0.9394035725654865
divine_comedy.txt,shakespeare.txt,3b,200,0.9451059459991556,0.8200823372678445
iliad.txt,treasure_island.txt,1b,200,0.9700199009746097,0.8764205272472066
paradise_lost.txt,paradise_lost.txt,3b,200,0.9382192023430211,0.9382192023430211
shakespeare.txt,divine_comedy.txt,1b,200,0.9435645841570118,0.8716817813317346
shakespeare.txt,paradise_lost.txt,5b,200,0.9350048617787929,0.9115912606554991
treasure_island.txt,iliad.txt,1b,200,0.95946447878333,0.9388605635697704
iliad.txt,paradise_lost.txt,3b,200,0.9692677353098456,0.8425331390809071
divine_comedy.txt,iliad.txt,5b,200,0.9299629130795851,0.9324851244485034
paradise_lost.txt,shakespeare.txt,1b,200,0.9244516768371774,0.7790392096382202
shakespeare.txt,treasure_island.txt,3b,200,0.9226772109826109,0.911296003997354
divine_comedy.txt,divine_comedy.txt,3b,200,0.9487170314927755,0.9487170314927755
treasure_island.txt,divine_comedy.txt,3b,200,0.9597335767371753,0.8960310137766733
treasure_island.txt,shakespeare.txt,3b,200,0.9710427642594199,0.818955411684041
treasure_island.txt,treasure_island.txt,1c,200,0.9641373449690385,0.9641373449690385
iliad.txt,iliad.txt,5c,200,0.9654091985984066,0.9654091985984066
paradise_lost.txt,iliad.txt,1c,200,0.9174841162826373,0.9538315955862509
divine_comedy.txt,shakespeare.txt,1c,200,0.9306217240647068,0.7547562177427934
iliad.txt,treasure_island.txt,3c,200,0.9573184345708265,0.8838373259906291
paradise_lost.txt,paradise_lost.txt,1c,200,0.925015161812499,0.925015161812499
paradise_lost.txt,divine_comedy.txt,5c,200,0.9280411082538471,0.9345723532665003
shakespeare.txt,divine_comedy.txt,3c,200,0.9268094694210534,0.919336540575845
iliad.txt,divine_comedy.txt,5c,200,0.9600654375350978,0.8861160340658735
iliad.txt,paradise_lost.txt,1c,200,0.9749234850540932,0.8612034148930622
treasure_island.txt,iliad.txt,3c,200,0.950512143993932,0.9501190720645845
shakespeare.txt,iliad.txt,5c,200,0.9234561002153665,0.9068302229089789
paradise_lost.txt,shakespeare.txt,3c,200,0.9305590024612564,0.8275158495818599
shakespeare.txt,treasure_island.txt,1c,200,0.9318892990903204,0.8948850186801718
divine_comedy.txt,paradise_lost.txt,5c,200,0.948706389926445,0.8525970536168048
divine_comedy.txt,divine_comedy.txt,1c,200,0.9293731939152456,0.9293731939152456
divine_comedy.txt,treasure_island.txt,5c,200,0.9493529630532086,0.9117949365746286
treasure_island.txt,divine_comedy.txt,1c,200,0.9531013445139956,0.8700902292699886
treasure_island.txt,paradise_lost.txt,5c,200,0.9592794428944164,0.8654220382070381
treasure_island.txt,shakespeare.txt,1c,200,0.9667603784691885,0.8083789581803577
shakespeare.txt,shakespeare.txt,1c,200,0.93856714105821,0.93856714105821
paradise_lost.txt,divine_comedy.txt,3c,200,0.923016974457228,0.9173494418296587
iliad.txt,treasure_island.txt,5c,200,0.963639428461388,0.8996959237728583
shakespeare.txt,divine_comedy.txt,5c,200,0.9267160689325782,0.9205452624981547
shakespeare.txt,paradise_lost.txt,1c,200,0.939835810549881,0.8847888557151846
iliad.txt,divine_comedy.txt,3c,200,0.9683359954254895,0.880799661732198
treasure_island.txt,iliad.txt,5c,200,0.9552214520948302,0.9365377801917606
iliad.txt,iliad.txt,3c,200,0.9584519106717403,0.9584519106717403
iliad.txt,shakespeare.txt,1c,200,0.9646069099693116,0.6818156467163481
paradise_lost.txt,treasure_island.txt,1c,200,0.9350658143977058,0.8956397661033455
divine_comedy.txt,paradise_lost.txt,3c,200,0.9514959944938015,0.8411708676412522
divine_comedy.txt,treasure_island.txt,3c,200,0.9272070052889523,0.8770905643573331
treasure_island.txt,paradise_lost.txt,3c,200,0.9577779800401048,0.8620032248197546
shakespeare.txt,iliad.txt,3c,200,0.9336061842254832,0.875821059099574
divine_comedy.txt,iliad.txt,1c,200,0.9332149408007225,0.921399289112082
paradise_lost.txt,shakespeare.txt,5c,200,0.9444654437132509,0.8525531782048625
iliad.txt,divine_comedy.txt,1c,200,0.9674791462118105,0.8646494866539977
iliad.txt,paradise_lost.txt,5c,200,0.9721443081256103,0.8552189671748514
shakespeare.txt,paradise_lost.txt,3c,200,0.947064110335486,0.889752699787902
paradise_lost.txt,paradise_lost.txt,5c,200,0.9482703621662559,0.9482703621662559
paradise_lost.txt,divine_comedy.txt,1c,200,0.9178194064599287,0.9124444994692884
divine_comedy.txt,shakespeare.txt,5c,200,0.9589022837761809,0.8493793083623898
paradise_lost.txt,iliad.txt,5c,200,0.9152699266047426,0.9522003136620292
shakespeare.txt,shakespeare.txt,3c,200,0.9399975062861977,0.9399975062861977
paradise_lost.txt,treasure_island.txt,3c,200,0.9139126683447479,0.9061067931614448
iliad.txt,shakespeare.txt,3c,200,0.9633712410853189,0.7388055397100833
iliad.txt,iliad.txt,1c,200,0.9579368174467762,0.9579368174467762
treasure_island.txt,treasure_island.txt,5c,200,0.9682630466123123,0.9682630466123123
treasure_island.txt,shakespeare.txt,5c,200,0.9651601526397598,0.8330745838146371
treasure_island.txt,divine_comedy.txt,5c,200,0.9628375542572651,0.901737486232521
treasure_island.txt,paradise_lost.txt,1c,200,0.9633078869823183,0.8576961248947158
divine_comedy.txt,treasure_island.txt,1c,200,0.9250908659570546,0.8630586628433541
divine_comedy.txt,paradise_lost.txt,1c,200,0.926944256074226,0.7971244082210306
divine_comedy.txt,divine_comedy.txt,5c,200,0.9399517218164629,0.9399517218164629
shakespeare.txt,treasure_island.txt,5c,200,0.9430311212944101,0.9087363995839363
divine_comedy.txt,iliad.txt,3c,200,0.9338467462425775,0.9300451993196839
shakespeare.txt,iliad.txt,1c,200,0.9342996305815119,0.8574592172361609
paradise_lost.txt,treasure_island.txt,5c,200,0.9355634465833715,0.9172489655877074
iliad.txt,shakespeare.txt,5c,200,0.9676809952483925,0.7554231606335278
treasure_island.txt,treasure_island.txt,3c,200,0.9738424013590427,0.9738424013590427
iliad.txt,paradise_lost.txt,3c,200,0.959177588402058,0.8351911516969655
treasure_island.txt,iliad.txt,1c,200,0.9593985918317367,0.917579909956744
shakespeare.txt,divine_comedy.txt,1c,200,0.9436870871602135,0.8809406687192592
shakespeare.txt,paradise_lost.txt,5c,200,0.9364530037501899,0.9185041992324855
paradise_lost.txt,paradise_lost.txt,3c,200,0.9518275007094775,0.9518275007094775
iliad.txt,treasure_island.txt,1c,200,0.9557789145545652,0.8581100346315175
divine_comedy.txt,shakespeare.txt,3c,200,0.9429135313973356,0.8122699215392596
paradise_lost.txt,iliad.txt,3c,200,0.916059173645581,0.9545235052711389
shakespeare.txt,shakespeare.txt,5c,200,0.9460220455263066,0.9460220455263066
shakespeare.txt,treasure_island.txt,3c,200,0.9341803611738967,0.9092588722286411
paradise_lost.txt,shakespeare.txt,1c,200,0.952504956572662,0.8115588284585366
divine_comedy.txt,iliad.txt,5c,200,0.9371412241242651,0.9419985931325888
treasure_island.txt,shakespeare.txt,3c,200,0.9658142688180748,0.822173633260346
treasure_island.txt,divine_comedy.txt,3c,200,0.9620306013791038,0.9040470918423725
divine_comedy.txt,divine_comedy.txt,3c,200,0.9400217398472799,0.9400217398472799
shakespeare.txt,treasure_island.txt,1d,200,0.9501643068909297,0.9063711615785195
paradise_lost.txt,shakespeare.txt,3d,200,0.9490296688224826,0.8479446823290991
shakespeare.txt,iliad.txt,5d,200,0.9306579340989312,0.9254437890022843
treasure_island.txt,shakespeare.txt,1d,200,0.9749410737132461,0.8107380658622022
divine_comedy.txt,treasure_island.txt,5d,200,0.9539309979921664,0.9188567306177867
treasure_island.txt,divine_comedy.txt,1d,200,0.9681988317063628,0.894430605316171
treasure_island.txt,paradise_lost.txt,5d,200,0.9704774819932007,0.8930569798090797
divine_comedy.txt,paradise_lost.txt,5d,200,0.9580945326661808,0.8664728202836733
divine_comedy.txt,divine_comedy.txt,1d,200,0.9480788829576116,0.9480788829576116
iliad.txt,iliad.txt,5d,200,0.9743480428884351,0.9743480428884351
treasure_island.txt,treasure_island.txt,1d,200,0.9652253574060319,0.9652253574060319
iliad.txt,divine_comedy.txt,5d,200,0.9721262239934537,0.9051196054435908
treasure_island.txt,iliad.txt,3d,200,0.9649579436585675,0.9490325071396556
iliad.txt,paradise_lost.txt,1d,200,0.9721011783305291,0.8190138977245447
shakespeare.txt,divine_comedy.txt,3d,200,0.9498064848236742,0.9302888097472796
iliad.txt,treasure_island.txt,3d,200,0.974234936450076,0.9040083734867203
paradise_lost.txt,paradise_lost.txt,1d,200,0.9425732914686171,0.9425732914686171
paradise_lost.txt,divine_comedy.txt,5d,200,0.9434822296141727,0.9493226188729007
divine_comedy.txt,shakespeare.txt,1d,200,0.9513513861420695,0.8038317004814858
paradise_lost.txt,iliad.txt,1d,200,0.9270460580311202,0.954095057627564
divine_comedy.txt,treasure_island.txt,3d,200,0.9547699215266083,0.897665832904222
treasure_island.txt,paradise_lost.txt,3d,200,0.9631014119888661,0.8718494981177048
divine_comedy.txt,paradise_lost.txt,3d,200,0.9576332724682601,0.857564148599821
paradise_lost.txt,shakespeare.txt,5d,200,0.9364575705993484,0.847621409473009
divine_comedy.txt,iliad.txt,1d,200,0.9482476639017705,0.9391063209251939
shakespeare.txt,iliad.txt,3d,200,0.9500701392711753,0.8806147518851843
iliad.txt,divine_comedy.txt,3d,200,0.9746193223048406,0.8878393616939232
treasure_island.txt,iliad.txt,5d,200,0.9621182781536224,0.953935147473941
shakespeare.txt,divine_comedy.txt,5d,200,0.9376137701347773,0.9364179454516196
shakespeare.txt,paradise_lost.txt,1d,200,0.9384715243862544,0.8960688677666006
paradise_lost.txt,divine_comedy.txt,3d,200,0.9448548069830621,0.9422439781129228
iliad.txt,treasure_island.txt,5d,200,0.9638661221301991,0.9026160255011513
shakespeare.txt,shakespeare.txt,1d,200,0.9588769875091929,0.9588769875091929
paradise_lost.txt,treasure_island.txt,1d,200,0.9380366388585494,0.8987262461566716
iliad.txt,shakespeare.txt,1d,200,0.971350940500605,0.7103484107564976
iliad.txt,iliad.txt,3d,200,0.9759381524697761,0.9759381524697761
divine_comedy.txt,paradise_lost.txt,1d,200,0.9428921273461335,0.8202196948396232
divine_comedy.txt,divine_comedy.txt,5d,200,0.9567711954967438,0.9567711954967438
treasure_island.txt,divine_comedy.txt,5d,200,0.9700316545537313,0.9210182496180013
treasure_island.txt,paradise_lost.txt,1d,200,0.9634028015532848,0.8483421697414989
divine_comedy.txt,treasure_island.txt,1d,200,0.9489650032598631,0.88561977209368
treasure_island.txt,shakespeare.txt,5d,200,0.9780592829601814,0.8601155158335437
