trained_original,input_original,input_size,generation_num,similarity_to_trained,similarity_to_input
shakespeare.txt,iliad.txt,1d,200,0.9425207029271481,0.8761160867111505
divine_comedy.txt,iliad.txt,3d,200,0.9503514755091538,0.942117942721256
shakespeare.txt,treasure_island.txt,5d,200,0.9529695173394195,0.9290813998088197
paradise_lost.txt,iliad.txt,5d,200,0.9331121533798176,0.9687772109889781
shakespeare.txt,shakespeare.txt,3d,200,0.9604654235411797,0.9604654235411797
divine_comedy.txt,shakespeare.txt,5d,200,0.9604719974039868,0.8385806959267113
paradise_lost.txt,paradise_lost.txt,5d,200,0.9574296651987928,0.9574296651987928
paradise_lost.txt,divine_comedy.txt,1d,200,0.9344983831281856,0.9225450410866504
shakespeare.txt,paradise_lost.txt,3d,200,0.9357814865237556,0.9199612383274192
iliad.txt,divine_comedy.txt,1d,200,0.9776616450011919,0.8834705380164781
iliad.txt,paradise_lost.txt,5d,200,0.9669555165222359,0.8726630124787027
treasure_island.txt,treasure_island.txt,5d,200,0.976570479477381,0.976570479477381
iliad.txt,iliad.txt,1d,200,0.9739359316697135,0.9739359316697135
iliad.txt,shakespeare.txt,3d,200,0.9768450805982417,0.7465587307043586
paradise_lost.txt,treasure_island.txt,3d,200,0.9406509159073506,0.9224622090323079
divine_comedy.txt,iliad.txt,5d,200,0.9414398998351269,0.9498775449846089
paradise_lost.txt,shakespeare.txt,1d,200,0.9377091329826445,0.8320216117392834
shakespeare.txt,treasure_island.txt,3d,200,0.9553301386855869,0.9199051947385627
divine_comedy.txt,divine_comedy.txt,3d,200,0.9453209413352315,0.9453209413352315
treasure_island.txt,divine_comedy.txt,3d,200,0.9665648805401078,0.9023593883719899
treasure_island.txt,shakespeare.txt,3d,200,0.973300347993278,0.8545929368159049
treasure_island.txt,treasure_island.txt,3d,200,0.9676572325041265,0.9676572325041265
iliad.txt,shakespeare.txt,5d,200,0.9779483587868282,0.7678047831037473
paradise_lost.txt,treasure_island.txt,5d,200,0.9395192236821609,0.9242913224668909
paradise_lost.txt,iliad.txt,3d,200,0.9462508684061947,0.9499737745201385
shakespeare.txt,shakespeare.txt,5d,200,0.9607235421592506,0.9607235421592506
divine_comedy.txt,shakespeare.txt,3d,200,0.9464764604446777,0.8108513588953794
paradise_lost.txt,paradise_lost.txt,3d,200,0.9421252717047728,0.9421252717047728
iliad.txt,treasure_island.txt,1d,200,0.974102305261825,0.8874738710458175
shakespeare.txt,divine_comedy.txt,1d,200,0.9431579638414725,0.9198948226550124
shakespeare.txt,paradise_lost.txt,5d,200,0.9450499876278196,0.9342024007990266
treasure_island.txt,iliad.txt,1d,200,0.9676589245128225,0.9257481440622256
iliad.txt,paradise_lost.txt,3d,200,0.9740383185149342,0.8486009352219551
shakespeare.txt,iliad.txt,5e,200,0.9210699984285439,0.922149325875613
paradise_lost.txt,shakespeare.txt,3e,200,0.9415880097367703,0.8442882218659432
shakespeare.txt,treasure_island.txt,1e,200,0.9505692957490468,0.9043859277549918
divine_comedy.txt,paradise_lost.txt,5e,200,0.9537360990238269,0.8603270482209882
divine_comedy.txt,divine_comedy.txt,1e,200,0.9510865940017141,0.9510865940017141
treasure_island.txt,divine_comedy.txt,1e,200,0.9618624513683224,0.893085748547759
treasure_island.txt,paradise_lost.txt,5e,200,0.9698640984379818,0.8916675241325905
divine_comedy.txt,treasure_island.txt,5e,200,0.9480880181090897,0.912878553082189
treasure_island.txt,shakespeare.txt,1e,200,0.9690708494255407,0.8078097914679375
treasure_island.txt,treasure_island.txt,1e,200,0.9692173971057603,0.9692173971057603
iliad.txt,iliad.txt,5e,200,0.9715776361970235,0.9715776361970235
paradise_lost.txt,iliad.txt,1e,200,0.9383089064636696,0.9496355499298097
divine_comedy.txt,shakespeare.txt,1e,200,0.9384859006675063,0.7817757427265531
paradise_lost.txt,paradise_lost.txt,1e,200,0.9236732954203679,0.9236732954203679
paradise_lost.txt,divine_comedy.txt,5e,200,0.9391367259745667,0.94455728328678
iliad.txt,treasure_island.txt,3e,200,0.9729756554579303,0.8970248023105961
shakespeare.txt,divine_comedy.txt,3e,200,0.9456827974585094,0.9111041397390053
iliad.txt,divine_comedy.txt,5e,200,0.9679205975990519,0.8926897130058069
iliad.txt,paradise_lost.txt,1e,200,0.9702836965122876,0.8434171265329239
treasure_island.txt,iliad.txt,3e,200,0.9653059579723524,0.9388037608471287
divine_comedy.txt,paradise_lost.txt,3e,200,0.9574441778945748,0.8524512367527377
treasure_island.txt,paradise_lost.txt,3e,200,0.9665409755056656,0.8665214192652072
divine_comedy.txt,treasure_island.txt,3e,200,0.9454506209285471,0.900082088423797
shakespeare.txt,iliad.txt,3e,200,0.9402380533147363,0.887081678550028
divine_comedy.txt,iliad.txt,1e,200,0.9302910200203697,0.9325024037429267
paradise_lost.txt,shakespeare.txt,5e,200,0.9344208930031699,0.8618850184989921
shakespeare.txt,shakespeare.txt,1e,200,0.9474087313672135,0.9474087313672135
iliad.txt,treasure_island.txt,5e,200,0.9723708823060492,0.9170856313607819
paradise_lost.txt,divine_comedy.txt,3e,200,0.9476012137743263,0.9365325805637614
shakespeare.txt,divine_comedy.txt,5e,200,0.9542317818223469,0.9302835054420441
shakespeare.txt,paradise_lost.txt,1e,200,0.9473108615826897,0.9008553708279464
iliad.txt,divine_comedy.txt,3e,200,0.9762704561534754,0.8894568483502084
treasure_island.txt,iliad.txt,5e,200,0.9668762357397083,0.9528511983346607
iliad.txt,iliad.txt,3e,200,0.970078334257871,0.970078334257871
iliad.txt,shakespeare.txt,1e,200,0.969381939936895,0.7354452010659458
paradise_lost.txt,treasure_island.txt,1e,200,0.9395402660551263,0.8953641425677994
treasure_island.txt,shakespeare.txt,5e,200,0.9783693448690254,0.8604140664991677
divine_comedy.txt,treasure_island.txt,1e,200,0.9393071299058967,0.8833508577395237
treasure_island.txt,divine_comedy.txt,5e,200,0.9677545859498887,0.9171718380655588
treasure_island.txt,paradise_lost.txt,1e,200,0.970080124282489,0.8485107076768631
divine_comedy.txt,paradise_lost.txt,1e,200,0.927277083003076,0.7979031511619521
divine_comedy.txt,divine_comedy.txt,5e,200,0.9571846975965769,0.9571846975965769
shakespeare.txt,treasure_island.txt,5e,200,0.930428967353386,0.9350500303919497
divine_comedy.txt,iliad.txt,3e,200,0.9587226717561511,0.9431031540171303
shakespeare.txt,iliad.txt,1e,200,0.9409697882034719,0.8871121583023349
iliad.txt,divine_comedy.txt,1e,200,0.9734661941728543,0.8762022337055988
iliad.txt,paradise_lost.txt,5e,200,0.9742369888969379,0.8846517682989463
shakespeare.txt,paradise_lost.txt,3e,200,0.9386112627476227,0.9102466910210707
paradise_lost.txt,paradise_lost.txt,5e,200,0.9489337252524142,0.9489337252524142
paradise_lost.txt,divine_comedy.txt,1e,200,0.9324097502771324,0.9345318082984722
divine_comedy.txt,shakespeare.txt,5e,200,0.9598478894680003,0.8392733815276777
shakespeare.txt,shakespeare.txt,3e,200,0.952821218387377,0.952821218387377
paradise_lost.txt,iliad.txt,5e,200,0.9419227765813893,0.961543212986614
paradise_lost.txt,treasure_island.txt,3e,200,0.9417121548773395,0.9244569202298257
iliad.txt,shakespeare.txt,3e,200,0.973663760452015,0.7501067258058065
iliad.txt,iliad.txt,1e,200,0.9720864141264546,0.9720864141264546
treasure_island.txt,treasure_island.txt,5e,200,0.9722570657134647,0.9722570657134647
shakespeare.txt,treasure_island.txt,3e,200,0.9485241334637525,0.9215519587012946
paradise_lost.txt,shakespeare.txt,1e,200,0.948709722836604,0.8055135527994821
divine_comedy.txt,iliad.txt,5e,200,0.9552015353093568,0.9504094048242492
treasure_island.txt,shakespeare.txt,3e,200,0.9755855883174906,0.8382072222785989
treasure_island.txt,divine_comedy.txt,3e,200,0.9733357409674974,0.9131148181425127
divine_comedy.txt,divine_comedy.txt,3e,200,0.9511955255539466,0.9511955255539466
paradise_lost.txt,treasure_island.txt,5e,200,0.9339688368178289,0.9210937724710277
iliad.txt,shakespeare.txt,5e,200,0.9769644985430781,0.7821719840592853
treasure_island.txt,treasure_island.txt,3e,200,0.9697241420940688,0.9697241420940688
iliad.txt,paradise_lost.txt,3e,200,0.9686829302870448,0.8631893897999987
treasure_island.txt,iliad.txt,1e,200,0.966886231512394,0.9366952159862555
shakespeare.txt,divine_comedy.txt,1e,200,0.9543855549549006,0.9104134322785769
shakespeare.txt,paradise_lost.txt,5e,200,0.9376469477600465,0.9256202177041996
iliad.txt,treasure_island.txt,1e,200,0.9738766920518113,0.8811173647583539
paradise_lost.txt,paradise_lost.txt,3e,200,0.9593280465254138,0.9593280465254138
divine_comedy.txt,shakespeare.txt,3e,200,0.9600425066937304,0.8398523976888775
shakespeare.txt,shakespeare.txt,5e,200,0.9597661366069978,0.9597661366069978
paradise_lost.txt,iliad.txt,3e,200,0.9541160485320405,0.9422404594260875
